s_m,sfov_m
4022.977131037436,4023.0
4034.570725075008,4035.0
4046.1643191125795,4046.5
4057.7579131501516,4058.0
4069.351507187723,4069.5
4080.9451012252953,4081.0
4092.5386952628673,4093.0
4104.132289300439,4104.5
4115.725883338011,4116.0
4127.319477375583,4127.5
4138.913071413154,4139.0
4150.506665450726,4151.0
4162.100259488298,4162.5
4173.6938535258705,4473.6938535258705
4185.287447563442,4485.287447563442
4196.881041601014,4496.881041601014
4208.474635638586,4508.474635638586
4220.068229676158,4520.068229676158
4231.661823713729,4531.661823713729
4243.255417751301,4543.255417751301
4254.849011788873,4554.849011788873
4266.442605826445,4566.442605826445
4278.036199864017,4578.036199864017
4289.6297939015885,4589.6297939015885
4301.223387939161,4601.223387939161
4312.816981976733,4612.816981976733
4324.410576014305,4624.410576014305
4336.004170051876,4636.004170051876
4347.597764089448,4647.597764089448
4359.19135812702,4659.19135812702
4370.784952164592,4670.784952164592
4382.378546202163,4682.378546202163
4393.972140239735,4693.972140239735
4405.5657342773075,4705.5657342773075
4417.1593283148795,4717.1593283148795
4428.752922352451,4728.752922352451
4440.346516390023,4740.346516390023
4451.940110427595,4751.940110427595
4463.533704465167,4763.533704465167
4475.127298502739,4775.127298502739
4486.72089254031,4786.72089254031
4498.314486577882,4798.314486577882
4509.908080615454,4809.908080615454
4521.501674653026,4821.501674653026
4533.095268690598,4833.095268690598
4544.68886272817,4844.68886272817
4556.282456765742,4856.282456765742
4567.876050803314,4867.876050803314
4579.469644840885,4879.469644840885
4591.063238878457,4891.063238878457
4602.656832916029,4902.656832916029
4614.250426953601,4914.250426953601
4625.844020991172,4925.844020991172
4637.437615028744,4937.437615028744
4649.0312090663165,4949.0312090663165
4660.624803103889,4960.624803103889
4672.218397141461,4972.218397141461
4683.811991179032,4983.811991179032
4695.405585216604,4995.405585216604
4706.999179254176,5006.999179254176
4718.592773291748,5018.592773291748
4730.186367329319,5030.186367329319
4741.779961366891,5041.779961366891
4753.373555404463,5053.373555404463
4764.967149442035,5064.967149442035
4776.560743479607,5076.560743479607
4788.154337517179,5088.154337517179
4799.747931554751,5099.747931554751
4811.341525592323,5111.341525592323
4822.935119629894,5122.935119629894
4834.528713667466,5134.528713667466
4846.122307705038,5146.122307705038
4857.71590174261,5157.71590174261
4869.309495780182,5169.309495780182
4880.903089817753,5180.903089817753
4892.4966838553255,5192.4966838553255
4904.090277892898,5204.090277892898
4915.68387193047,5215.68387193047
4927.277465968041,5227.277465968041
4938.871060005613,5238.871060005613
4950.464654043185,5250.464654043185
4962.058248080757,5262.058248080757
4973.651842118328,5273.651842118328
4985.2454361559,5285.2454361559
4996.839030193472,5296.839030193472
5008.432624231044,5308.432624231044
5020.0262182686165,5320.0262182686165
5031.619812306188,5331.619812306188
5043.21340634376,5343.21340634376
5054.807000381332,5354.807000381332
5066.400594418904,5366.400594418904
5077.994188456475,5377.994188456475
5089.587782494047,5377.994188456475
5101.181376531619,5101.5
5112.774970569191,5113.0
5124.368564606762,5124.5
5135.9621586443345,5136.0
5147.555752681907,5148.0
5159.149346719479,5159.5
5170.74294075705,5171.0
5182.336534794622,5182.5
5193.930128832194,5194.0
5205.523722869766,5206.0
5217.117316907338,5217.5
5228.710910944909,5229.0
5240.304504982481,5240.5
5251.898099020053,5252.0
5263.4916930576255,5263.5
5275.085287095197,5275.5
5286.678881132769,5287.0
5298.272475170341,5298.5
5309.866069207913,5310.0
5321.459663245484,5321.5
5333.053257283056,5333.5
5344.646851320628,5345.0
5356.2404453582,5356.5
5367.8340393957715,5368.0
5379.4276334333435,5379.5
5391.021227470916,5391.5
5402.614821508488,5403.0
5414.20841554606,5414.5
5425.802009583631,5426.0
5437.395603621203,5437.5
5448.989197658775,5449.0
5460.582791696347,5461.0
5472.176385733918,5472.5
5483.76997977149,5484.0
5495.3635738090625,5495.5
5506.957167846635,5507.0
5518.550761884206,5519.0
5530.144355921778,5530.5
5541.73794995935,5542.0
5553.331543996922,5853.331543996922
5564.925138034494,5864.925138034494
5576.518732072065,5876.518732072065
5588.112326109637,5888.112326109637
5599.705920147209,5888.112326109637
5611.299514184781,5611.5
5622.893108222353,5922.893108222353
5634.486702259925,5934.486702259925
5646.080296297497,5946.080296297497
5657.673890335069,5946.080296297497
5669.26748437264,5669.5
5680.861078410212,5980.861078410212
5692.454672447784,5992.454672447784
5704.048266485356,6004.048266485356
5715.641860522927,6015.641860522927
5727.235454560499,6027.235454560499
5738.8290485980715,6038.8290485980715
5750.422642635644,6050.422642635644
5762.016236673216,6062.016236673216
5773.609830710787,6073.609830710787
5785.203424748359,6085.203424748359
